측정소명,초미세먼지,오존
성북구,8,0.028
성동구,11,0.031
광진구,6,0.025
강북구,14,0.029
양천구,11,0.028
영등포구,16,0.027
금천구,14,0.026
강서구,13,0.032
관악구,14,0.027
동작구,0,0.024
구로구,8,0.037
강동구,13,0.022
강남구,15,0.03
서초구,0,0.033
송파구,11,0.025
용산구,9,0.029
종로구,12,0.027
중구,13,0.03
서대문구,12,0.035
은평구,10,0.032
마포구,0,0.023
노원구,14,0.025
중랑구,11,0.025
도봉구,12,0.034
동대문구,9,0.028
강북구,12,0.031
광진구,8,0.026
성북구,9,0.029
성동구,11,0.034
구로구,9,0.036
금천구,12,0.025
동작구,16,0.026
관악구,9,0.026
양천구,12,0.029
영등포구,10,0.027
강서구,12,0.03
강동구,12,0.024
강남구,12,0.032
송파구,11,0.023
서초구,0,0.036
중구,13,0.029
용산구,8,0.031
종로구,12,0.029
서대문구,12,0.03
마포구,9,0.022
은평구,7,0.033
성북구,9,0.032
중랑구,9,0.026
노원구,13,0.027
도봉구,11,0.036
광진구,8,0.029
동대문구,9,0.029
성동구,12,0.036
강북구,11,0.033
금천구,13,0.025
동작구,14,0.027
영등포구,10,0.027
관악구,9,0.027
강서구,13,0.031
구로구,5,0.036
양천구,7,0.026
서초구,9,0.037
송파구,12,0.024
강남구,10,0.033
강동구,9,0.027
종로구,11,0.028
용산구,7,0.034
중구,10,0.028
은평구,6,0.031
서대문구,10,0.032
마포구,8,0.025
동대문구,6,0.029
성동구,9,0.032
노원구,11,0.028
중랑구,9,0.025
도봉구,7,0.037
성북구,6,0.033
광진구,4,0.027
강북구,10,0.035
금천구,11,0.025
동작구,10,0.028
관악구,7,0.028
구로구,5,0.033
영등포구,7,0.027
양천구,9,0.03
강서구,10,0.03
강남구,9,0.03
강동구,10,0.027
서초구,6,0.038
송파구,8,0.022
종로구,13,0.027
중구,12,0.028
용산구,8,0.029
서대문구,8,0.032
은평구,7,0.034
마포구,9,0.026
성동구,11,0.028
도봉구,6,0.036
강북구,13,0.034
중랑구,8,0.026
노원구,14,0.027
광진구,5,0.026
성북구,8,0.034
동대문구,6,0.029
영등포구,6,0.028
동작구,11,0.028
구로구,6,0.037
강서구,8,0.032
양천구,12,0.035
금천구,11,0.026
관악구,6,0.027
강동구,14,0.026
강남구,12,0.028
송파구,9,0.021
서초구,6,0.04
중구,10,0.03
용산구,8,0.027
종로구,11,0.029
서대문구,9,0.033
마포구,6,0.028
은평구,6,0.036
도봉구,8,0.037
성북구,8,0.034
중랑구,8,0.027
광진구,7,0.027
성동구,14,0.03
동대문구,6,0.03
노원구,10,0.028
강북구,10,0.034
관악구,7,0.029
금천구,9,0.029
양천구,12,0.04
강서구,8,0.036
영등포구,6,0.029
동작구,10,0.03
구로구,6,0.038
송파구,8,0.022
서초구,6,0.039
강동구,12,0.028
강남구,11,0.027
용산구,7,0.031
중구,13,0.029
종로구,14,0.029
은평구,9,0.036
마포구,7,0.029
서대문구,8,0.034
중랑구,9,0.029
노원구,12,0.029
동대문구,7,0.031
광진구,8,0.03
강북구,10,0.034
도봉구,7,0.037
성북구,7,0.032
성동구,13,0.032
구로구,7,0.041
관악구,7,0.03
동작구,11,0.03
금천구,11,0.031
강서구,9,0.037
양천구,12,0.043
영등포구,9,0.029
서초구,6,0.039
송파구,8,0.026
강동구,11,0.03
강남구,13,0.031
중구,0,0
용산구,8,0.035
종로구,10,0.031
마포구,6,0.028
은평구,9,0.037
서대문구,7,0.037
성북구,8,0.035
노원구,12,0.03
성동구,9,0
강북구,14,0.033
광진구,10,0.029
동대문구,7,0.033
중랑구,9,0.031
도봉구,9,0.038
영등포구,8,0.031
구로구,7,0.043
동작구,8,0.032
양천구,10,0.045
강서구,8,0.037
관악구,8,0.033
금천구,7,0.033
강남구,10,0.033
서초구,6,0.043
강동구,11,0.031
송파구,9,0.031
용산구,9,0.037
중구,0,0
종로구,8,0.032
마포구,8,0.031
서대문구,6,0.039
은평구,0,0.04
광진구,4,0.029
강북구,11,0.035
성동구,8,0
노원구,12,0.032
도봉구,8,0.039
성북구,6,0.037
중랑구,9,0.034
동대문구,6,0.035
양천구,10,0.046
영등포구,5,0.033
동작구,9,0.033
금천구,8,0.035
관악구,8,0.034
강서구,6,0.04
구로구,8,0.045
강남구,9,0.033
송파구,11,0.03
강동구,12,0.031
서초구,9,0.043
중구,11,0.034
종로구,11,0.032
용산구,8,0.035
서대문구,7,0.039
마포구,7,0.032
은평구,0,0.04
광진구,6,0.026
성동구,9,0
강북구,10,0.034
성북구,9,0.037
동대문구,7,0.034
중랑구,10,0.029
도봉구,7,0.04
노원구,7,0.033
관악구,9,0.033
금천구,8,0.034
양천구,9,0.045
동작구,9,0.032
강서구,6,0.04
구로구,8,0.044
영등포구,7,0.033
서초구,9,0.042
강남구,10,0.033
강동구,13,0.028
송파구,10,0.029
용산구,11,0.03
중구,11,0.031
종로구,11,0.029
서대문구,9,0.036
은평구,0,0.037
마포구,9,0.029
중랑구,8,0.027
강북구,12,0.033
성동구,14,0
성북구,9,0.033
도봉구,7,0.038
동대문구,9,0.031
노원구,5,0.033
광진구,12,0.024
동작구,12,0.029
구로구,10,0.042
강서구,7,0.038
관악구,9,0.031
양천구,8,0.043
금천구,10,0.031
영등포구,8,0.031
서초구,11,0.038
강남구,14,0.029
강동구,16,0.026
송파구,14,0.026
용산구,12,0.027
종로구,12,0.027
중구,12,0.028
마포구,10,0.025
서대문구,9,0.034
은평구,0,0.034
성동구,16,0
노원구,8,0.031
도봉구,6,0.039
성북구,7,0.033
강북구,6,0.035
동대문구,9,0.029
광진구,12,0.021
중랑구,9,0.031
관악구,11,0.027
구로구,8,0.038
영등포구,10,0.027
강서구,7,0.035
동작구,13,0.026
양천구,9,0.037
금천구,11,0.029
송파구,16,0.024
서초구,13,0.033
강남구,14,0.026
강동구,13,0.024
종로구,14,0.024
용산구,15,0.027
중구,17,0.028
서대문구,11,0.03
은평구,0,0.031
마포구,11,0.022
성동구,17,0
광진구,9,0.02
성북구,10,0.032
중랑구,13,0.026
노원구,14,0.028
동대문구,11,0.026
강북구,12,0.032
도봉구,7,0.034
양천구,12,0.031
관악구,11,0.023
금천구,17,0.023
동작구,16,0.023
구로구,16,0.033
강서구,9,0.031
영등포구,13,0.025
강동구,16,0.024
송파구,17,0.021
강남구,14,0.023
서초구,12,0.03
중구,16,0.024
용산구,16,0.022
종로구,14,0.022
은평구,0,0.027
마포구,11,0.02
서대문구,14,0.027
강북구,16,0.028
성동구,16,0
성북구,12,0.03
광진구,13,0.019
도봉구,17,0.031
동대문구,10,0.023
노원구,14,0.025
중랑구,11,0.025
강서구,10,0.028
영등포구,11,0.021
동작구,15,0.019
관악구,10,0.022
금천구,15,0.022
양천구,11,0.029
구로구,16,0.032
송파구,17,0.018
강남구,15,0.022
서초구,16,0.028
강동구,13,0.025
용산구,16,0.017
종로구,16,0.022
중구,21,0.021
은평구,0,0.025
마포구,14,0.017
서대문구,14,0.024
도봉구,17,0.03
강북구,13,0.027
동대문구,11,0.023
노원구,17,0.021
성동구,14,0
중랑구,15,0.022
광진구,11,0.023
성북구,11,0.03
양천구,13,0.023
관악구,13,0.018
강서구,13,0.025
금천구,21,0.016
동작구,17,0.019
영등포구,15,0.017
구로구,15,0.027
강동구,15,0.022
강남구,16,0.02
서초구,13,0.029
송파구,20,0.015
중구,17,0.024
종로구,14,0.023
용산구,13,0.014
은평구,0,0.022
마포구,14,0.018
서대문구,17,0.023
노원구,19,0.022
강북구,14,0.028
성북구,11,0.029
동대문구,9,0.023
성동구,13,0
도봉구,9,0.031
광진구,10,0.023
중랑구,13,0.02
양천구,17,0.021
동작구,17,0.021
금천구,18,0.016
구로구,15,0.027
강서구,17,0.022
관악구,15,0.015
영등포구,15,0.012
강동구,14,0.023
강남구,13,0.026
서초구,16,0.027
송파구,13,0.018
종로구,12,0.025
중구,15,0.029
용산구,12,0.014
서대문구,15,0.029
마포구,14,0.017
은평구,0,0.03
성동구,12,0
성북구,9,0.029
동대문구,12,0.025
광진구,8,0.024
강북구,17,0.029
노원구,19,0.024
중랑구,13,0.025
도봉구,12,0.032
영등포구,15,0.013
강서구,15,0.025
관악구,14,0.019
금천구,21,0.019
동작구,16,0.024
양천구,17,0.021
구로구,16,0.029
강남구,14,0.028
송파구,18,0.025
강동구,18,0.029
서초구,19,0.027
중구,11,0.03
용산구,12,0.021
종로구,11,0.026
마포구,12,0.021
은평구,0,0.035
서대문구,14,0.034
노원구,17,0.026
동대문구,8,0.03
강북구,14,0.03
도봉구,14,0.034
성동구,10,0
중랑구,13,0.028
광진구,11,0.026
성북구,13,0.033
양천구,17,0.023
영등포구,13,0.022
금천구,15,0.022
동작구,13,0.026
구로구,15,0.034
강서구,16,0.026
관악구,11,0.025
강남구,11,0.03
서초구,12,0.035
강동구,13,0.03
송파구,10,0.031
종로구,12,0.028
용산구,8,0.028
중구,13,0.032
은평구,0,0.037
서대문구,13,0.037
마포구,9,0.026
성북구,12,0.036
강북구,12,0.03
노원구,15,0.029
동대문구,7,0.033
중랑구,11,0.031
도봉구,11,0.035
광진구,11,0.029
성동구,11,0
강서구,15,0.03
영등포구,11,0.027
구로구,17,0.037
금천구,14,0.026
관악구,10,0.028
동작구,16,0.025
양천구,14,0.029
강동구,14,0.035
송파구,11,0.028
강남구,14,0.032
서초구,16,0.037
용산구,13,0.036
중구,16,0.034
종로구,14,0.031
서대문구,17,0.039
마포구,10,0.027
은평구,0,0.038
광진구,16,0.031
노원구,12,0.031
도봉구,8,0.041
중랑구,18,0.03
강북구,10,0.033
성동구,15,0
성북구,10,0.038
동대문구,12,0.037
관악구,12,0.033
강서구,12,0.034
구로구,17,0.044
금천구,17,0.031
양천구,12,0.035
영등포구,12,0.032
동작구,20,0.028
강남구,18,0.037
송파구,17,0.034
서초구,18,0.043
강동구,20,0.036
종로구,22,0.03
용산구,17,0.041
중구,25,0.03
마포구,21,0.032
은평구,0,0.038
서대문구,27,0.039
성동구,21,0
노원구,26,0.026
중랑구,24,0.032
성북구,19,0.031
광진구,28,0.033
동대문구,19,0.035
강북구,24,0.029
도봉구,15,0.035
관악구,19,0.034
영등포구,20,0.035
동작구,27,0.03
금천구,26,0.032
구로구,23,0.044
강서구,21,0.038
양천구,21,0.038
서초구,33,0.046
강남구,24,0.042
송파구,23,0.034
강동구,27,0.039
용산구,19,0.041
종로구,21,0.032
중구,23,0.033
서대문구,28,0.036
마포구,19,0.03
은평구,0,0.033
광진구,26,0.031
성동구,22,0
동대문구,18,0.038
강북구,29,0.026
도봉구,28,0.032
노원구,25,0.028
중랑구,21,0.032
성북구,24,0.033
동작구,23,0.033
구로구,22,0.045
양천구,19,0.033
강서구,20,0.032
영등포구,19,0.034
금천구,22,0.03
관악구,21,0.033
송파구,21,0.034
서초구,28,0.051
강동구,25,0.035
강남구,23,0.047
용산구,18,0.037
중구,25,0.031
종로구,19,0.028
은평구,0,0.031
마포구,20,0.027
서대문구,28,0.032
중랑구,20,0.028
성북구,19,0.031
성동구,23,0
광진구,36,0.026
동대문구,18,0.035
노원구,24,0.028
강북구,28,0.03
도봉구,33,0.041
영등포구,17,0.031
금천구,23,0.031
양천구,17,0.03
강서구,19,0.029
동작구,25,0.033
관악구,20,0.032
구로구,22,0.044
강남구,23,0.042
서초구,33,0.047
송파구,23,0.031
강동구,24,0.031
용산구,17,0.037
종로구,19,0.027
중구,20,0.03
마포구,17,0.026
서대문구,24,0.035
은평구,0,0.032
강북구,25,0.034
성동구,21,0
동대문구,15,0.033
성북구,19,0.031
광진구,18,0.024
도봉구,28,0.044
노원구,23,0.026
중랑구,20,0.028
영등포구,16,0.031
금천구,19,0.027
양천구,17,0.03
동작구,23,0.032
관악구,16,0.029
구로구,21,0.042
강서구,18,0.028
송파구,20,0.031
강남구,20,0.037
강동구,22,0.028
서초구,27,0.047
종로구,21,0.027
중구,23,0.025
용산구,17,0.038
서대문구,23,0.03
마포구,19,0.026
은평구,0,0.031
광진구,21,0.025
노원구,23,0.025
성동구,20,0
도봉구,23,0.037
성북구,24,0.029
강북구,27,0.03
중랑구,23,0.024
동대문구,16,0.032
금천구,19,0.031
양천구,19,0.03
구로구,18,0.04
관악구,15,0.033
강서구,21,0.026
영등포구,18,0.032
동작구,23,0.033
서초구,24,0.049
강남구,21,0.027
강동구,23,0.027
송파구,20,0.035
중구,21,0.03
종로구,19,0.025
용산구,19,0.036
서대문구,22,0.031
은평구,0,0.028
마포구,16,0.024
성동구,19,0
중랑구,20,0.023
도봉구,27,0.041
노원구,22,0.026
광진구,21,0.025
동대문구,15,0.032
강북구,28,0.031
성북구,23,0.03
강서구,17,0.032
영등포구,16,0.025
양천구,15,0.027
구로구,18,0.035
금천구,19,0.026
관악구,13,0.026
동작구,22,0.032
강남구,24,0.029
강동구,18,0.026
서초구,28,0.049
송파구,14,0.03
중구,18,0.028
용산구,17,0.03
종로구,21,0.027
은평구,0,0.027
서대문구,22,0.032
마포구,16,0.026
중랑구,15,0.02
강북구,31,0.031
광진구,21,0.032
동대문구,13,0.033
성동구,17,0
성북구,15,0.027
도봉구,23,0.038
노원구,20,0.026
관악구,16,0.024
영등포구,13,0.025
양천구,17,0.03
강서구,16,0.034
금천구,17,0.021
동작구,23,0.03
구로구,16,0.034
강남구,23,0.037
강동구,14,0.021
송파구,10,0.021
서초구,26,0.043
용산구,10,0.035
중구,14,0.029
종로구,15,0.026
은평구,0,0.036
마포구,11,0.026
서대문구,19,0.034
강북구,19,0.031
도봉구,10,0.039
광진구,14,0.027
중랑구,9,0.022
노원구,15,0.026
성동구,8,0
성북구,14,0.03
동대문구,8,0.038
구로구,6,0.04
영등포구,10,0.028
강서구,11,0.032
관악구,11,0.027
금천구,13,0.018
동작구,11,0.025
양천구,14,0.033
송파구,6,0.026
서초구,16,0.04
강남구,12,0.034
강동구,10,0.027
용산구,7,0.033
중구,10,0.03
종로구,13,0.026
은평구,0,0.038
마포구,6,0.027
서대문구,6,0.038
중랑구,8,0.023
노원구,14,0.029
성북구,5,0.03
도봉구,6,0.037
동대문구,7,0.034
성동구,9,0
강북구,11,0.032
광진구,7,0.025
양천구,11,0.035
영등포구,9,0.029
동작구,2,0.025
강서구,8,0.035
금천구,12,0.023
구로구,6,0.041
관악구,8,0.03
서초구,9,0.038
강동구,12,0.029
강남구,9,0.031
송파구,10,0.028
종로구,12,0.028
중구,10,0.032
용산구,8,0.037
마포구,6,0.031
은평구,0,0.04
서대문구,6,0.04
노원구,9,0.031
성북구,6,0.034
중랑구,10,0.031
강북구,10,0.033
도봉구,6,0.039
광진구,10,0.029
동대문구,7,0.042
성동구,12,0
영등포구,9,0.031
양천구,9,0.041
금천구,11,0.027
관악구,9,0.031
구로구,10,0.041
강서구,8,0.039
동작구,11,0.03
송파구,9,0.035
강남구,13,0.037
서초구,13,0.042
강동구,12,0.034
용산구,10,0.041
중구,13,0.035
종로구,14,0.031
은평구,0,0.041
서대문구,7,0.043
마포구,8,0.033
성동구,13,0
성북구,11,0.036
동대문구,8,0.059
도봉구,8,0.04
중랑구,15,0.032
강북구,10,0.033
광진구,11,0.034
노원구,13,0.031
동작구,14,0.033
관악구,12,0.036
영등포구,10,0.035
금천구,12,0.033
구로구,13,0.047
강서구,9,0.041
양천구,13,0.05
강동구,14,0.038
서초구,10,0.046
강남구,13,0.04
송파구,9,0.04
종로구,11,0.034
용산구,8,0.042
중구,10,0.034
서대문구,8,0.042
은평구,0,0.041
마포구,7,0.034
노원구,11,0.033
도봉구,9,0.041
중랑구,12,0.032
강북구,12,0.035
성북구,11,0.037
광진구,12,0.034
동대문구,8,0.042
성동구,12,0
영등포구,10,0.036
관악구,11,0.038
동작구,10,0.035
구로구,13,0.048
금천구,10,0.035
양천구,12,0.048
강서구,9,0.042
강동구,13,0.038
송파구,10,0.041
서초구,10,0.05
강남구,14,0.042
용산구,10,0.041
종로구,16,0.035
중구,17,0.033
마포구,13,0.035
은평구,0,0.041
서대문구,14,0.042
도봉구,17,0.038
중랑구,13,0.029
강북구,14,0.033
광진구,11,0.032
성북구,11,0.036
성동구,18,0
노원구,0,0.031
동대문구,12,0.053
구로구,19,0.048
양천구,10,0.046
강서구,9,0.042
금천구,11,0.036
동작구,15,0.034
관악구,15,0.038
영등포구,13,0.037
강남구,14,0.039
강동구,18,0.034
송파구,13,0.035
서초구,12,0.047
용산구,13,0.032
종로구,13,0.029
중구,18,0.026
은평구,15,0.036
서대문구,16,0.033
마포구,13,0.03
성동구,13,0
도봉구,11,0.031
강북구,14,0.029
중랑구,11,0.024
동대문구,10,0.028
광진구,9,0.027
노원구,0,0.023
성북구,12,0.029
구로구,19,0.045
강서구,13,0.039
금천구,16,0.035
양천구,17,0.043
영등포구,14,0.033
관악구,14,0.034
동작구,0,0.029
송파구,12,0.03
서초구,16,0.041
강동구,13,0.026
강남구,22,0.031
종로구,13,0.022
중구,16,0.021
용산구,16,0.027
서대문구,15,0.025
마포구,12,0.025
은평구,14,0.027
성동구,15,0
도봉구,13,0.02
강북구,17,0.021
동대문구,13,0.023
노원구,12,0.018
성북구,14,0.018
중랑구,14,0.019
광진구,0,0.019
영등포구,11,0.026
금천구,14,0.025
양천구,15,0.035
동작구,14,0.021
구로구,14,0.038
강서구,11,0.033
관악구,14,0.026
서초구,12,0.033
강동구,15,0.02
강남구,0,0.029
송파구,16,0.025
종로구,15,0.015
용산구,17,0.017
중구,17,0.015
마포구,12,0.017
은평구,16,0.017
서대문구,17,0.018
도봉구,16,0.017
중랑구,12,0.02
노원구,15,0.015
광진구,0,0
성동구,18,0.018
성북구,16,0.015
동대문구,11,0.016
강북구,17,0.016
강서구,11,0.026
금천구,13,0.021
양천구,12,0.025
동작구,2,0.019
구로구,12,0.028
관악구,12,0.022
영등포구,10,0.019
송파구,0,0.021
강동구,17,0.022
강남구,0,0.017
서초구,16,0.031
용산구,16,0.016
중구,21,0.01
종로구,18,0.014
서대문구,20,0.015
은평구,17,0.014
마포구,18,0.014
동대문구,16,0.015
성북구,22,0.012
강북구,21,0.011
성동구,16,0.017
도봉구,24,0.009
노원구,18,0.016
중랑구,15,0.015
광진구,14,0.014
금천구,16,0.017
구로구,18,0.023
관악구,14,0.018
동작구,10,0.019
영등포구,15,0.016
강서구,12,0.021
양천구,14,0.016
서초구,15,0.028
강동구,20,0.022
강남구,10,0.013
송파구,7,0.017
용산구,17,0.011
종로구,18,0.01
중구,17,0.009
은평구,12,0.011
마포구,19,0.012
서대문구,23,0.01
광진구,15,0.009
도봉구,19,0.011
중랑구,13,0.014
성동구,17,0.012
노원구,14,0.016
성북구,20,0.007
강북구,21,0.011
동대문구,11,0.013
양천구,15,0.017
관악구,11,0.015
금천구,12,0.016
동작구,13,0.018
구로구,18,0.022
영등포구,12,0.015
강서구,12,0.017
송파구,14,0.014
서초구,17,0.021
강남구,0,0.011
강동구,13,0.022
용산구,14,0.009
중구,18,0.008
종로구,16,0.006
은평구,11,0.013
서대문구,19,0.01
마포구,13,0.011
노원구,12,0.015
중랑구,14,0.007
성북구,15,0.006
광진구,19,0.007
동대문구,10,0.009
도봉구,17,0.009
강북구,16,0.007
성동구,17,0.006
영등포구,13,0.011
구로구,13,0.014
동작구,14,0.014
금천구,11,0.025
강서구,7,0.009
양천구,9,0.009
관악구,10,0.01
강동구,14,0.01
송파구,14,0.007
강남구,0,0.005
서초구,16,0.016
중구,14,0.005
종로구,14,0.004
용산구,12,0.004
마포구,11,0.006
은평구,16,0.013
서대문구,17,0.006
성동구,13,0.005
동대문구,10,0.008
광진구,11,0.003
강북구,13,0.006
노원구,16,0.006
도봉구,17,0.004
중랑구,13,0.004
성북구,15,0.003
양천구,12,0.004
영등포구,11,0.004
구로구,13,0.013
금천구,13,0.024
동작구,14,0.008
관악구,9,0.007
강서구,12,0.005
서초구,15,0.013
송파구,13,0.004
강남구,0,0.004
강동구,16,0.003
용산구,11,0.002
중구,16,0.004
종로구,13,0.007
서대문구,19,0.005
은평구,11,0.011
마포구,10,0.003
중랑구,13,0.004
강북구,14,0.003
노원구,16,0.004
동대문구,10,0.007
성동구,13,0.004
광진구,14,0.002
도봉구,12,0.003
성북구,15,0.002
금천구,16,0.022
동작구,16,0.011
양천구,15,0.003
구로구,14,0.011
관악구,9,0.01
영등포구,15,0.003
강서구,12,0.005
강남구,0,0.003
서초구,14,0.016
강동구,15,0.002
송파구,13,0.003
중구,13,0.003
용산구,11,0.002
종로구,13,0.007
마포구,9,0.011
은평구,14,0.015
서대문구,14,0.004
성북구,11,0.002
중랑구,13,0.002
노원구,16,0.002
동대문구,10,0.01
광진구,9,0.001
성동구,13,0.011
도봉구,13,0.003
강북구,13,0.005
금천구,13,0.02
관악구,10,0.013
구로구,16,0.015
동작구,15,0.013
강서구,13,0.009
영등포구,12,0.005
양천구,13,0.008
송파구,12,0.005
강남구,0,0.007
서초구,17,0.017
강동구,15,0.002
종로구,13,0.01
용산구,10,0.009
중구,14,0.007
은평구,9,0.014
마포구,11,0.011
서대문구,12,0.006
성동구,11,0.014
도봉구,10,0.004
광진구,10,0.001
노원구,19,0.004
중랑구,13,0.003
강북구,12,0.01
성북구,11,0.002
동대문구,9,0.009
관악구,11,0.018
강서구,14,0.014
양천구,15,0.016
영등포구,12,0.01
구로구,15,0.022
동작구,17,0.016
금천구,16,0.021
서초구,13,0.021
강남구,0,0.007
강동구,17,0.002
송파구,10,0.007
용산구,10,0.014
중구,13,0.009
종로구,12,0.013
서대문구,15,0.008
은평구,7,0.021
마포구,8,0.016
중랑구,11,0.01
동대문구,9,0.012
광진구,11,0.002
도봉구,12,0.004
노원구,17,0.004
성북구,13,0.002
성동구,11,0.013
강북구,12,0.014
강서구,11,0.018
관악구,10,0.015
동작구,14,0.016
금천구,13,0.011
구로구,11,0.028
양천구,12,0.02
영등포구,9,0.019
송파구,12,0.006
서초구,12,0.019
강남구,0,0.008
강동구,14,0.004
중구,14,0.017
용산구,12,0.012
종로구,11,0.015
서대문구,15,0.005
마포구,11,0.018
은평구,8,0.018
중랑구,11,0.02
성북구,13,0.006
광진구,12,0.012
강북구,14,0.011
노원구,17,0.003
동대문구,9,0.015
성동구,11,0.019
도봉구,11,0.013
동작구,15,0.009
강서구,13,0.017
금천구,14,0.009
구로구,11,0.028
관악구,10,0.019
영등포구,11,0.019
양천구,11,0.019
송파구,11,0.01
서초구,10,0.022
강동구,14,0.008
강남구,0,0.019
중구,13,0.018
종로구,12,0.016
용산구,13,0.012
마포구,9,0.015
은평구,10,0.01
서대문구,12,0.004
성동구,10,0.018
노원구,16,0.002
광진구,8,0.015
강북구,13,0.009
동대문구,9,0.018
성북구,11,0.016
중랑구,12,0.016
도봉구,11,0.007
구로구,11,0.026
동작구,13,0.011
금천구,15,0.009
영등포구,11,0.019
강서구,13,0.013
양천구,14,0.018
관악구,10,0.02
강남구,0,0.019
서초구,13,0.023
송파구,12,0.01
강동구,13,0.01
종로구,13,0.017
용산구,14,0.016
중구,14,0.017
은평구,10,0.005
마포구,9,0.012
서대문구,14,0.003
성북구,12,0.017
중랑구,11,0.014
강북구,13,0.012
도봉구,13,0.012
광진구,8,0.019
성동구,11,0.019
노원구,15,0.007
동대문구,9,0.015
구로구,14,0.027
관악구,12,0.017
동작구,17,0.017
금천구,16,0.018
강서구,11,0.008
영등포구,12,0.017
양천구,14,0.013
송파구,13,0.008
강남구,0,0.02
강동구,10,0.009
서초구,13,0.029
중구,11,0.018
용산구,11,0.017
종로구,11,0.016
서대문구,14,0.004
은평구,7,0.004
마포구,8,0.011
광진구,9,0.018
성동구,10,0.016
노원구,14,0.008
강북구,10,0.014
동대문구,7,0.018
성북구,11,0.013
중랑구,10,0.011
도봉구,13,0.007
금천구,16,0.018
동작구,0,0.02
양천구,12,0.01
강서구,10,0.009
관악구,11,0.017
구로구,14,0.023
영등포구,10,0.013
강동구,11,0.01
강남구,0,0.02
송파구,11,0.007
서초구,13,0.024
용산구,10,0.013
중구,10,0.016
종로구,11,0.012
마포구,7,0.013
은평구,9,0.005
서대문구,14,0.005
강북구,11,0.015
성북구,7,0.01
동대문구,7,0.014
노원구,15,0.007
중랑구,10,0.013
성동구,12,0.019
도봉구,7,0.018
광진구,10,0.014
양천구,10,0.011
구로구,13,0.023
금천구,16,0.015
영등포구,10,0.015
동작구,0,0.015
관악구,11,0.013
강서구,8,0.011
송파구,12,0.009
강동구,13,0.01
강남구,0,0.017
서초구,14,0.026
용산구,9,0.018
종로구,10,0.012
중구,11,0.016
서대문구,12,0.01
마포구,6,0.012
은평구,8,0.007
성북구,6,0.011
노원구,14,0.009
광진구,8,0.016
강북구,11,0.02
도봉구,7,0.021
동대문구,7,0.015
성동구,8,0.021
중랑구,10,0.014
구로구,10,0.026
금천구,16,0.016
동작구,0,0.017
관악구,11,0.016
영등포구,9,0.014
양천구,9,0.013
강서구,10,0.012
강남구,0,0.02
송파구,11,0.019
강동구,10,0.018
서초구,9,0.029
용산구,8,0.015
종로구,11,0.015
중구,11,0.017
은평구,5,0.021
마포구,7,0.013
서대문구,15,0.015
광진구,5,0.019
도봉구,5,0.027
중랑구,8,0.014
동대문구,4,0.02
성동구,8,0.019
강북구,10,0.023
성북구,7,0.014
노원구,16,0.015
양천구,9,0.016
구로구,10,0.026
금천구,14,0.017
영등포구,9,0.016
동작구,8,0.017
관악구,16,0.017
강서구,10,0.013
강동구,12,0.022
강남구,0,0.024
송파구,8,0.023
서초구,11,0.031
중구,11,0.019
용산구,9,0.02
종로구,13,0.018
은평구,7,0.029
서대문구,11,0.021
마포구,9,0.017
중랑구,10,0.015
광진구,5,0.021
강북구,11,0.027
성북구,8,0.021
도봉구,8,0.033
노원구,14,0.023
동대문구,7,0.023
성동구,9,0.021
금천구,13,0.017
관악구,11,0.02
영등포구,8,0.02
구로구,7,0.029
강서구,11,0.017
동작구,4,0.018
양천구,8,0.021
송파구,11,0.024
강동구,12,0.023
서초구,10,0.03
강남구,0,0.025
용산구,9,0.028
종로구,14,0.022
중구,11,0.023
은평구,8,0.036
서대문구,9,0.029
마포구,10,0.021
성북구,7,0.027
광진구,7,0.025
강북구,14,0.029
성동구,11,0.024
중랑구,11,0.021
노원구,16,0.026
동대문구,8,0.025
도봉구,7,0.035
강서구,14,0.025
금천구,15,0.021
구로구,7,0.037
양천구,10,0.028
영등포구,11,0.025
동작구,12,0.021
관악구,10,0.026
송파구,8,0.029
서초구,10,0.036
강동구,13,0.027
강남구,0,0.028
종로구,12,0.028
중구,9,0.031
용산구,9,0.032
은평구,8,0.039
마포구,8,0.028
서대문구,10,0.037
성동구,11,0.029
강북구,14,0.03
동대문구,8,0.032
광진구,9,0.03
성북구,7,0.032
노원구,14,0.029
도봉구,7,0.038
중랑구,10,0.03
관악구,10,0.031
금천구,11,0.028
구로구,9,0.041
양천구,11,0.037
동작구,12,0.024
영등포구,10,0.028
강서구,9,0.034
강남구,0,0.03
송파구,8,0.029
강동구,15,0.032
서초구,11,0.038
종로구,14,0.03
중구,7,0.034
용산구,8,0.039
서대문구,8,0.039
은평구,8,0.04
마포구,7,0.032
노원구,12,0.031
성북구,7,0.034
동대문구,9,0.034
중랑구,10,0.031
광진구,10,0.032
강북구,14,0.033
도봉구,5,0.039
성동구,11,0.035
영등포구,10,0.034
관악구,13,0.032
강서구,13,0.039
동작구,11,0.026
양천구,11,0.043
구로구,10,0.043
금천구,11,0.03
송파구,14,0.031
강동구,12,0.034
서초구,10,0.041
강남구,0,0.031
중구,11,0.035
용산구,11,0.039
종로구,10,0.032
마포구,9,0.033
서대문구,0,0
은평구,6,0.042
중랑구,9,0.034
도봉구,6,0.041
성동구,12,0.037
노원구,9,0.032
동대문구,9,0.036
성북구,7,0.037
광진구,7,0.033
강북구,11,0.035
영등포구,10,0.031
동작구,5,0.028
구로구,6,0.045
