측정일시,측정소명,초미세먼지(㎍/㎥),오존(ppm)
202003162000 ,성북구,11,0.022
202003162000 ,동대문구,7,0.027
202003162000 ,노원구,16,0.022
202003162000 ,영등포구,10,0.027
202003162000 ,강서구,14,0.026
202003162000 ,금천구,15,0.023
202003162000 ,동작구,16,0.023
202003162000 ,양천구,14,0.024
202003162000 ,구로구,9,0.035
202003162000 ,관악구,15,0.024
202003162000 ,강동구,14,0.027
202003162000 ,서초구,11,0.035
202003162000 ,송파구,11,0.026
202003162000 ,강남구,14,0.033
202003161900 ,종로구,17,0.024
202003161900 ,용산구,10,0.034
202003161900 ,중구,17,0.026
202003161900 ,마포구,13,0.025
202003161900 ,서대문구,12,0.031
202003161900 ,은평구,9,0.035
202003161900 ,도봉구,8,0.034
202003161900 ,중랑구,11,0.027
202003161900 ,강북구,17,0.027
202003161900 ,동대문구,9,0.028
202003161900 ,광진구,6,0.027
202003161900 ,노원구,17,0.024
202003161900 ,성북구,9,0.028
202003161900 ,성동구,11,0.031
202003161900 ,관악구,13,0.028
202003161900 ,동작구,16,0.026
202003161900 ,금천구,17,0.025
202003161900 ,강서구,15,0.028
202003161900 ,구로구,9,0.037
202003161900 ,영등포구,14,0.027
202003161900 ,양천구,16,0.026
202003161900 ,강남구,18,0.035
202003161900 ,강동구,17,0.033
202003161900 ,송파구,11,0.027
202003161900 ,서초구,15,0.038
202003161800 ,종로구,14,0.026
202003161800 ,중구,12,0.03
202003161800 ,용산구,11,0.035
202003161800 ,서대문구,9,0.035
202003161800 ,은평구,8,0.038
202003161800 ,마포구,11,0.029
202003161800 ,노원구,13,0.027
202003161800 ,성동구,13,0.033
202003161800 ,도봉구,14,0.037
202003161800 ,중랑구,12,0.029
202003161800 ,광진구,6,0.031
202003161800 ,동대문구,8,0.031
202003161800 ,강북구,16,0.03
202003161800 ,성북구,7,0.032
202003161800 ,동작구,14,0.029
202003161800 ,영등포구,11,0.03
202003161800 ,강서구,12,0.034
202003161800 ,금천구,14,0.028
202003161800 ,관악구,11,0.033
202003161800 ,양천구,14,0.03
202003161800 ,구로구,11,0.043
202003161800 ,강동구,17,0.034
202003161800 ,강남구,16,0.036
202003161800 ,송파구,8,0.031
202003161800 ,서초구,9,0.043
202003161700 ,용산구,8,0.039
202003161700 ,종로구,13,0.03
202003161700 ,중구,9,0.034
202003161700 ,마포구,10,0.03
202003161700 ,은평구,6,0.039
202003161700 ,서대문구,9,0.038
202003161700 ,성북구,7,0.034
202003161700 ,도봉구,5,0.037
202003161700 ,노원구,13,0.029
202003161700 ,강북구,10,0.032
202003161700 ,중랑구,10,0.032
202003161700 ,광진구,6,0.035
202003161700 ,동대문구,8,0.035
202003161700 ,성동구,12,0.04
202003161700 ,동작구,10,0.032
202003161700 ,구로구,11,0.045
202003161700 ,금천구,14,0.03
202003161700 ,영등포구,10,0.035
202003161700 ,양천구,10,0.033
202003161700 ,강서구,12,0.035
202003161700 ,관악구,12,0.034
202003161700 ,강동구,12,0.039
202003161700 ,송파구,13,0.035
202003161700 ,서초구,11,0.045
202003161700 ,강남구,14,0.042
202003161600 ,용산구,8,0.036
202003161600 ,중구,9,0.032
202003161600 ,종로구,11,0.03
202003161600 ,마포구,7,0.032
202003161600 ,은평구,6,0.039
202003161600 ,서대문구,4,0.038
202003161600 ,성동구,9,0.04
202003161600 ,광진구,4,0.034
202003161600 ,중랑구,9,0.029
202003161600 ,성북구,7,0.033
202003161600 ,강북구,11,0.033
202003161600 ,도봉구,5,0.038
202003161600 ,노원구,10,0.029
202003161600 ,동대문구,8,0.033
202003161600 ,강서구,8,0.039
202003161600 ,양천구,10,0.037
202003161600 ,관악구,11,0.039
202003161600 ,동작구,11,0.035
202003161600 ,구로구,9,0.046
202003161600 ,금천구,9,0.036
202003161600 ,영등포구,10,0.036
202003161600 ,서초구,10,0.047
202003161600 ,강동구,11,0.035
202003161600 ,강남구,10,0.04
202003161600 ,송파구,9,0.033
202003161500 ,중구,14,0.032
202003161500 ,종로구,18,0.029
202003161500 ,용산구,7,0.031
202003161500 ,서대문구,7,0.038
202003161500 ,마포구,10,0.031
202003161500 ,은평구,17,0.038
202003161500 ,성동구,15,0.037
202003161500 ,도봉구,9,0.036
202003161500 ,강북구,15,0.032
202003161500 ,광진구,7,0.03
202003161500 ,중랑구,13,0.028
202003161500 ,동대문구,10,0.033
202003161500 ,노원구,16,0.029
202003161500 ,성북구,8,0.033
202003161500 ,강서구,7,0.038
202003161500 ,동작구,12,0.03
202003161500 ,영등포구,8,0.029
202003161500 ,관악구,13,0.034
202003161500 ,구로구,9,0.043
202003161500 ,금천구,8,0.033
202003161500 ,양천구,9,0.036
202003161500 ,강동구,16,0.034
202003161500 ,송파구,11,0.032
202003161500 ,서초구,10,0.043
202003161500 ,강남구,12,0.038
202003161400 ,용산구,0,0
202003161400 ,종로구,14,0.027
202003161400 ,중구,18,0.03
202003161400 ,은평구,13,0.034
202003161400 ,마포구,11,0.028
202003161400 ,서대문구,11,0.033
202003161400 ,노원구,15,0.025
202003161400 ,중랑구,12,0.027
202003161400 ,강북구,16,0.027
202003161400 ,성동구,16,0.036
202003161400 ,성북구,13,0.027
202003161400 ,광진구,12,0.029
202003161400 ,도봉구,14,0.03
202003161400 ,동대문구,10,0.031
202003161400 ,양천구,0,0.039
202003161400 ,관악구,13,0.032
202003161400 ,구로구,10,0.042
202003161400 ,금천구,10,0.032
202003161400 ,영등포구,10,0.03
202003161400 ,강서구,10,0.035
202003161400 ,동작구,0,0.028
202003161400 ,강남구,14,0.035
202003161400 ,강동구,16,0.031
202003161400 ,서초구,11,0.042
202003161400 ,송파구,15,0.03
202003161300 ,중구,19,0.026
202003161300 ,종로구,14,0.024
202003161300 ,용산구,0,0
202003161300 ,은평구,11,0.031
202003161300 ,서대문구,14,0.03
202003161300 ,마포구,13,0.026
202003161300 ,동대문구,10,0.027
202003161300 ,중랑구,13,0.022
202003161300 ,노원구,11,0.025
202003161300 ,도봉구,8,0.031
202003161300 ,광진구,12,0.021
202003161300 ,성북구,12,0.025
202003161300 ,성동구,15,0.031
202003161300 ,강북구,11,0.028
202003161300 ,영등포구,11,0.031
202003161300 ,양천구,0,0
202003161300 ,강서구,15,0.031
202003161300 ,관악구,16,0.029
202003161300 ,동작구,12,0.023
202003161300 ,금천구,12,0.03
202003161300 ,구로구,12,0.04
202003161300 ,송파구,13,0.026
202003161300 ,강남구,13,0.029
202003161300 ,서초구,11,0.035
202003161300 ,강동구,15,0.024
202003161200 ,종로구,18,0.019
202003161200 ,용산구,16,0.02
202003161200 ,중구,19,0.019
202003161200 ,마포구,15,0.023
202003161200 ,은평구,16,0.026
202003161200 ,서대문구,14,0.025
202003161200 ,노원구,17,0.021
202003161200 ,광진구,12,0.016
202003161200 ,동대문구,12,0.02
202003161200 ,성북구,12,0.019
202003161200 ,성동구,19,0.024
202003161200 ,도봉구,11,0.026
202003161200 ,강북구,16,0.025
202003161200 ,중랑구,14,0.018
202003161200 ,관악구,16,0.024
202003161200 ,강서구,14,0.027
202003161200 ,구로구,10,0.036
202003161200 ,금천구,13,0.026
202003161200 ,영등포구,13,0.025
202003161200 ,동작구,6,0.02
202003161200 ,양천구,0,0
202003161200 ,강동구,15,0.021
202003161200 ,송파구,14,0.023
202003161200 ,서초구,18,0.026
202003161200 ,강남구,16,0.02
202003161100 ,종로구,21,0.017
202003161100 ,중구,18,0.013
202003161100 ,용산구,18,0.02
202003161100 ,은평구,16,0.019
202003161100 ,마포구,24,0.02
202003161100 ,서대문구,19,0.019
202003161100 ,성북구,16,0.019
202003161100 ,중랑구,16,0.016
202003161100 ,노원구,17,0.021
202003161100 ,강북구,19,0.02
202003161100 ,성동구,13,0.023
202003161100 ,광진구,16,0.013
202003161100 ,동대문구,14,0.02
202003161100 ,도봉구,11,0.025
202003161100 ,금천구,19,0.018
202003161100 ,관악구,17,0.017
202003161100 ,동작구,15,0.017
202003161100 ,양천구,16,0.021
202003161100 ,강서구,14,0.02
202003161100 ,구로구,18,0.024
202003161100 ,영등포구,16,0.016
202003161100 ,송파구,18,0.016
202003161100 ,서초구,17,0.025
202003161100 ,강남구,13,0.015
202003161100 ,강동구,18,0.021
202003161000 ,종로구,16,0.015
202003161000 ,용산구,18,0.016
202003161000 ,중구,17,0.01
202003161000 ,마포구,25,0.015
202003161000 ,서대문구,20,0.013
202003161000 ,은평구,12,0.015
202003161000 ,광진구,8,0.014
202003161000 ,성북구,14,0.016
202003161000 ,동대문구,9,0.019
202003161000 ,강북구,20,0.018
202003161000 ,중랑구,13,0.011
202003161000 ,도봉구,16,0.023
202003161000 ,노원구,12,0.016
202003161000 ,성동구,16,0.016
202003161000 ,강서구,11,0.018
202003161000 ,금천구,19,0.012
202003161000 ,관악구,14,0.011
202003161000 ,양천구,17,0.013
202003161000 ,구로구,18,0.019
202003161000 ,영등포구,13,0.014
202003161000 ,동작구,13,0.018
202003161000 ,서초구,13,0.025
202003161000 ,송파구,16,0.016
202003161000 ,강남구,15,0.015
202003161000 ,강동구,14,0.02
202003160900 ,용산구,16,0.019
202003160900 ,중구,18,0.013
202003160900 ,종로구,14,0.015
202003160900 ,마포구,19,0.01
202003160900 ,은평구,11,0.016
202003160900 ,서대문구,17,0.011
202003160900 ,광진구,8,0.016
202003160900 ,강북구,15,0.018
202003160900 ,도봉구,16,0.021
202003160900 ,동대문구,6,0.017
202003160900 ,성북구,15,0.016
202003160900 ,성동구,15,0.01
202003160900 ,노원구,13,0.016
202003160900 ,중랑구,12,0.011
202003160900 ,영등포구,12,0.01
202003160900 ,관악구,12,0.009
202003160900 ,양천구,14,0.012
202003160900 ,금천구,21,0.009
202003160900 ,구로구,15,0.016
202003160900 ,강서구,16,0.01
202003160900 ,동작구,14,0.016
202003160900 ,강남구,18,0.01
202003160900 ,송파구,15,0.015
202003160900 ,강동구,15,0.011
202003160900 ,서초구,14,0.02
202003160800 ,중구,16,0.006
202003160800 ,종로구,14,0.012
202003160800 ,용산구,13,0.016
202003160800 ,은평구,9,0.006
202003160800 ,마포구,11,0.004
202003160800 ,서대문구,16,0.007
202003160800 ,노원구,15,0.014
202003160800 ,강북구,10,0.014
202003160800 ,중랑구,13,0.01
202003160800 ,도봉구,14,0.015
202003160800 ,동대문구,10,0.011
202003160800 ,성북구,14,0.015
202003160800 ,성동구,14,0.011
202003160800 ,광진구,7,0.009
202003160800 ,구로구,10,0.012
202003160800 ,관악구,11,0.004
202003160800 ,강서구,14,0.008
202003160800 ,동작구,14,0.01
202003160800 ,영등포구,13,0.004
202003160800 ,양천구,14,0.013
202003160800 ,금천구,17,0.005
202003160800 ,서초구,13,0.014
202003160800 ,강동구,16,0.009
202003160800 ,강남구,15,0.006
202003160800 ,송파구,14,0.013
202003160700 ,중구,14,0.007
202003160700 ,용산구,11,0.012
202003160700 ,종로구,14,0.012
202003160700 ,은평구,8,0.012
202003160700 ,마포구,12,0.003
202003160700 ,서대문구,13,0.01
202003160700 ,강북구,15,0.015
202003160700 ,동대문구,10,0.012
202003160700 ,도봉구,12,0.02
202003160700 ,성북구,11,0.014
202003160700 ,중랑구,14,0.014
202003160700 ,광진구,8,0.012
202003160700 ,노원구,18,0.019
202003160700 ,성동구,13,0.016
202003160700 ,동작구,18,0.009
202003160700 ,양천구,17,0.01
202003160700 ,구로구,13,0.02
202003160700 ,영등포구,14,0.007
202003160700 ,관악구,11,0.007
202003160700 ,강서구,13,0.011
202003160700 ,금천구,17,0.009
202003160700 ,강동구,18,0.013
202003160700 ,송파구,14,0.016
202003160700 ,강남구,14,0.01
202003160700 ,서초구,12,0.014
202003160600 ,용산구,11,0.021
202003160600 ,중구,13,0.014
202003160600 ,종로구,12,0.016
202003160600 ,서대문구,11,0.021
202003160600 ,은평구,9,0.022
202003160600 ,마포구,11,0.013
202003160600 ,광진구,8,0.022
202003160600 ,노원구,14,0.022
202003160600 ,성북구,11,0.016
202003160600 ,동대문구,9,0.02
202003160600 ,성동구,11,0.027
202003160600 ,강북구,14,0.018
202003160600 ,도봉구,9,0.022
202003160600 ,중랑구,13,0.019
202003160600 ,구로구,15,0.027
202003160600 ,영등포구,12,0.016
202003160600 ,관악구,10,0.017
202003160600 ,양천구,16,0.017
202003160600 ,금천구,15,0.019
202003160600 ,강서구,15,0.018
202003160600 ,동작구,16,0.018
202003160600 ,강남구,14,0.022
202003160600 ,송파구,13,0.021
202003160600 ,서초구,14,0.018
202003160600 ,강동구,15,0.022
202003160500 ,용산구,10,0.021
202003160500 ,종로구,11,0.021
202003160500 ,중구,12,0.025
202003160500 ,은평구,8,0.026
202003160500 ,마포구,10,0.018
202003160500 ,서대문구,12,0.029
202003160500 ,도봉구,8,0.028
202003160500 ,중랑구,13,0.022
202003160500 ,광진구,6,0.022
202003160500 ,강북구,13,0.024
202003160500 ,동대문구,8,0.024
202003160500 ,성북구,8,0.025
202003160500 ,노원구,17,0.023
202003160500 ,성동구,12,0.03
202003160500 ,금천구,15,0.02
202003160500 ,영등포구,12,0.022
202003160500 ,관악구,9,0.022
202003160500 ,강서구,15,0.024
202003160500 ,동작구,14,0.021
202003160500 ,구로구,12,0.029
202003160500 ,양천구,16,0.02
202003160500 ,송파구,11,0.027
202003160500 ,강남구,15,0.023
202003160500 ,강동구,16,0.028
202003160500 ,서초구,14,0.027
202003160400 ,중구,12,0.027
202003160400 ,용산구,10,0.025
202003160400 ,종로구,11,0.022
202003160400 ,은평구,10,0.03
202003160400 ,마포구,10,0.022
202003160400 ,서대문구,11,0.031
202003160400 ,성북구,8,0.029
202003160400 ,성동구,11,0.031
202003160400 ,광진구,7,0.024
202003160400 ,강북구,13,0.025
202003160400 ,도봉구,9,0.028
202003160400 ,중랑구,11,0.025
202003160400 ,동대문구,8,0.028
202003160400 ,노원구,13,0.025
202003160400 ,구로구,12,0.033
202003160400 ,금천구,13,0.024
202003160400 ,영등포구,10,0.024
202003160400 ,동작구,14,0.022
202003160400 ,관악구,8,0.024
202003160400 ,강서구,13,0.026
202003160400 ,양천구,14,0.022
202003160400 ,강동구,13,0.028
202003160400 ,강남구,12,0.027
202003160400 ,서초구,12,0.031
202003160400 ,송파구,11,0.029
202003160300 ,종로구,13,0.023
202003160300 ,중구,12,0.029
202003160300 ,용산구,9,0.027
202003160300 ,서대문구,13,0.032
202003160300 ,은평구,11,0.03
202003160300 ,마포구,8,0.018
202003160300 ,동대문구,6,0.026
202003160300 ,성북구,9,0.031
202003160300 ,노원구,16,0.025
202003160300 ,도봉구,6,0.031
202003160300 ,성동구,10,0.033
202003160300 ,광진구,6,0.026
202003160300 ,강북구,13,0.026
202003160300 ,중랑구,11,0.026
202003160300 ,관악구,10,0.026
202003160300 ,금천구,13,0.025
202003160300 ,구로구,9,0.035
202003160300 ,영등포구,13,0.025
202003160300 ,동작구,16,0.023
202003160300 ,양천구,12,0.023
202003160300 ,강서구,13,0.026
202003160300 ,서초구,10,0.033
202003160300 ,강동구,16,0.029
202003160300 ,강남구,11,0.028
202003160300 ,송파구,9,0.028
202003160200 ,종로구,10,0.025
202003160200 ,중구,11,0.03
202003160200 ,용산구,11,0.028
202003160200 ,은평구,9,0.033
202003160200 ,서대문구,11,0.034
202003160200 ,마포구,7,0.017
202003160200 ,동대문구,7,0.029
202003160200 ,도봉구,9,0.033
202003160200 ,강북구,11,0.025
202003160200 ,노원구,13,0.026
202003160200 ,중랑구,11,0.026
202003160200 ,성동구,9,0.033
202003160200 ,광진구,0,0.026
202003160200 ,성북구,7,0.031
202003160200 ,금천구,13,0.023
202003160200 ,양천구,12,0.025
202003160200 ,영등포구,10,0.025
202003160200 ,관악구,8,0.024
202003160200 ,동작구,13,0.024
202003160200 ,구로구,10,0.033
202003160200 ,강서구,11,0.028
202003160200 ,서초구,11,0.035
202003160200 ,송파구,9,0.031
202003160200 ,강동구,12,0.029
202003160200 ,강남구,12,0.03
202003160100 ,중구,13,0.03
202003160100 ,용산구,7,0.029
202003160100 ,종로구,12,0.025
202003160100 ,마포구,5,0.02
202003160100 ,서대문구,13,0.035
202003160100 ,은평구,8,0.034
202003160100 ,노원구,13,0.026
202003160100 ,광진구,0,0.026
202003160100 ,강북구,12,0.026
202003160100 ,성동구,11,0.034
202003160100 ,동대문구,6,0.027
202003160100 ,도봉구,11,0.034
202003160100 ,성북구,7,0.032
202003160100 ,중랑구,11,0.027
202003160100 ,영등포구,10,0.021
202003160100 ,양천구,12,0.026
202003160100 ,금천구,14,0.022
202003160100 ,구로구,10,0.034
202003160100 ,강서구,11,0.028
202003160100 ,관악구,8,0.023
202003160100 ,동작구,13,0.025
202003160100 ,서초구,11,0.037
202003160100 ,강동구,14,0.03
202003160100 ,송파구,11,0.028
202003160100 ,강남구,14,0.031
202003160000 ,중구,13,0.03
202003160000 ,용산구,11,0.025
202003160000 ,종로구,12,0.025
202003160000 ,서대문구,9,0.035
202003160000 ,마포구,8,0.023
202003160000 ,은평구,9,0.033
202003160000 ,강북구,12,0.027
202003160000 ,중랑구,12,0.026
202003160000 ,노원구,15,0.026
202003160000 ,동대문구,8,0.029
202003160000 ,광진구,10,0.026
202003160000 ,도봉구,10,0.034
202003160000 ,성동구,11,0.032
202003160000 ,성북구,8,0.032
202003160000 ,영등포구,10,0.024
202003160000 ,양천구,12,0.026
202003160000 ,금천구,11,0.022
202003160000 ,구로구,9,0.034
202003160000 ,강서구,11,0.028
202003160000 ,동작구,13,0.025
202003160000 ,관악구,7,0.025
202003160000 ,강남구,13,0.03
202003160000 ,강동구,15,0.029
202003160000 ,서초구,10,0.036
202003160000 ,송파구,11,0.027
202003152300 ,종로구,12,0.026
202003152300 ,중구,12,0.03
202003152300 ,용산구,8,0.029
202003152300 ,마포구,8,0.023
202003152300 ,은평구,11,0.033
202003152300 ,서대문구,13,0.034
202003152300 ,동대문구,10,0.026
202003152300 ,광진구,10,0.028
202003152300 ,도봉구,11,0.034
202003152300 ,노원구,16,0.025
202003152300 ,성동구,13,0.034
202003152300 ,중랑구,13,0.025
202003152300 ,성북구,9,0.032
202003152300 ,강북구,12,0.028
202003152300 ,금천구,12,0.024
202003152300 ,양천구,11,0.026
202003152300 ,동작구,16,0.025
202003152300 ,구로구,0,0.036
202003152300 ,관악구,8,0.026
202003152300 ,강서구,11,0.03
202003152300 ,영등포구,12,0.025
202003152300 ,서초구,13,0.035
202003152300 ,송파구,15,0.026
202003152300 ,강남구,15,0.031
202003152300 ,강동구,12,0.029
202003152200 ,용산구,11,0.028
202003152200 ,중구,13,0.031
202003152200 ,종로구,12,0.027
202003152200 ,서대문구,15,0.034
202003152200 ,은평구,10,0.034
202003152200 ,마포구,6,0.024
202003152200 ,성동구,11,0.035
202003152200 ,도봉구,10,0.035
202003152200 ,노원구,14,0.027
202003152200 ,동대문구,10,0.029
202003152200 ,성북구,8,0.033
202003152200 ,강북구,13,0.029
202003152200 ,광진구,8,0.029
202003152200 ,중랑구,11,0.028
202003152200 ,영등포구,10,0.025
202003152200 ,양천구,12,0.029
202003152200 ,동작구,14,0.026
202003152200 ,금천구,12,0.025
202003152200 ,강서구,11,0.032
202003152200 ,관악구,9,0.027
202003152200 ,구로구,12,0.038
202003152200 ,송파구,12,0.028
202003152200 ,강남구,14,0.032
202003152200 ,서초구,12,0.038
202003152200 ,강동구,14,0.032
202003152100 ,종로구,12,0.029
202003152100 ,용산구,13,0.032
202003152100 ,중구,14,0.033
202003152100 ,마포구,7,0.028
202003152100 ,은평구,13,0.036
202003152100 ,서대문구,11,0.037
202003152100 ,광진구,9,0.03
202003152100 ,성북구,8,0.035
202003152100 ,노원구,15,0.028
202003152100 ,도봉구,11,0.036
202003152100 ,동대문구,10,0.031
202003152100 ,성동구,13,0.038
202003152100 ,강북구,10,0.03
202003152100 ,중랑구,12,0.028
202003152100 ,동작구,14,0.028
202003152100 ,양천구,11,0.032
202003152100 ,강서구,10,0.033
202003152100 ,구로구,12,0.04
202003152100 ,관악구,11,0.03
202003152100 ,영등포구,10,0.029
202003152100 ,금천구,13,0.029
202003152100 ,강남구,15,0.035
202003152100 ,송파구,13,0.029
202003152100 ,서초구,15,0.04
202003152100 ,강동구,15,0.033
202003152000 ,종로구,13,0.03
202003152000 ,중구,15,0.033
202003152000 ,용산구,11,0.034
202003152000 ,은평구,10,0.036
202003152000 ,서대문구,9,0.038
202003152000 ,마포구,10,0.029
202003152000 ,도봉구,11,0.037
202003152000 ,강북구,13,0.031
202003152000 ,광진구,7,0.032
202003152000 ,노원구,15,0.029
202003152000 ,성북구,10,0.035
202003152000 ,중랑구,13,0.029
202003152000 ,성동구,12,0.039
202003152000 ,동대문구,10,0.032
202003152000 ,양천구,13,0.033
202003152000 ,동작구,13,0.028
202003152000 ,관악구,9,0.03
202003152000 ,금천구,13,0.029
202003152000 ,영등포구,11,0.031
202003152000 ,강서구,13,0.035
202003152000 ,구로구,12,0.041
202003152000 ,강남구,13,0.036
202003152000 ,서초구,14,0.04
202003152000 ,송파구,13,0.031
202003152000 ,강동구,13,0.034
202003151900 ,용산구,7,0.039
202003151900 ,종로구,13,0.032
202003151900 ,중구,10,0.035
202003151900 ,서대문구,8,0.04
202003151900 ,마포구,11,0.029
202003151900 ,은평구,5,0.04
202003151900 ,도봉구,8,0.039
202003151900 ,중랑구,10,0.031
202003151900 ,광진구,5,0.033
202003151900 ,동대문구,7,0.034
202003151900 ,성동구,11,0.041
202003151900 ,강북구,12,0.033
202003151900 ,노원구,11,0.029
202003151900 ,성북구,5,0.037
202003151900 ,금천구,13,0.031
202003151900 ,동작구,10,0.03
202003151900 ,양천구,10,0.038
202003151900 ,강서구,11,0.038
202003151900 ,관악구,7,0.033
202003151900 ,영등포구,9,0.034
202003151900 ,구로구,10,0.043
202003151900 ,서초구,12,0.043
202003151900 ,강동구,11,0.035
202003151900 ,송파구,12,0.034
202003151900 ,강남구,13,0.037
202003151800 ,중구,8,0.038
202003151800 ,용산구,6,0.041
202003151800 ,종로구,9,0.034
202003151800 ,은평구,5,0.042
202003151800 ,서대문구,4,0.041
202003151800 ,마포구,8,0.031
202003151800 ,성동구,9,0.043
202003151800 ,강북구,8,0.035
202003151800 ,도봉구,4,0.04
202003151800 ,노원구,9,0.032
202003151800 ,성북구,5,0.039
202003151800 ,광진구,5,0.036
202003151800 ,중랑구,8,0.033
202003151800 ,동대문구,5,0.036
202003151800 ,금천구,9,0.033
202003151800 ,구로구,7,0.045
202003151800 ,영등포구,8,0.035
202003151800 ,강서구,10,0.039
202003151800 ,양천구,10,0.041
202003151800 ,관악구,7,0.035
202003151800 ,동작구,10,0.032
202003151800 ,강남구,10,0.04
202003151800 ,송파구,6,0.036
202003151800 ,강동구,10,0.037
202003151800 ,서초구,5,0.045
202003151700 ,종로구,11,0.035
202003151700 ,중구,8,0.037
202003151700 ,용산구,6,0.042
202003151700 ,서대문구,3,0.042
202003151700 ,은평구,6,0.043
202003151700 ,마포구,5,0.03
202003151700 ,강북구,10,0.034
202003151700 ,도봉구,5,0.041
202003151700 ,동대문구,4,0.037
202003151700 ,광진구,2,0.036
202003151700 ,노원구,12,0.032
202003151700 ,성북구,4,0.04
202003151700 ,중랑구,6,0.034
202003151700 ,성동구,8,0.043
202003151700 ,강서구,9,0.041
202003151700 ,관악구,7,0.036
202003151700 ,영등포구,8,0.036
202003151700 ,동작구,7,0.034
202003151700 ,금천구,9,0.034
202003151700 ,양천구,10,0.047
202003151700 ,구로구,6,0.047
202003151700 ,강동구,7,0.038
202003151700 ,강남구,10,0.04
202003151700 ,서초구,6,0.046
202003151700 ,송파구,6,0.036
202003151600 ,종로구,5,0.035
202003151600 ,중구,6,0.038
202003151600 ,용산구,5,0.041
202003151600 ,서대문구,5,0.043
202003151600 ,마포구,5,0.032
202003151600 ,은평구,5,0.043
202003151600 ,성동구,6,0.043
202003151600 ,동대문구,3,0.037
202003151600 ,광진구,2,0.036
202003151600 ,노원구,9,0.032
202003151600 ,강북구,9,0.035
202003151600 ,도봉구,5,0.04
202003151600 ,중랑구,5,0.034
202003151600 ,성북구,4,0.039
202003151600 ,강서구,4,0.041
202003151600 ,관악구,5,0.036
202003151600 ,영등포구,5,0.036
202003151600 ,구로구,6,0.046
202003151600 ,양천구,5,0.047
202003151600 ,금천구,5,0.034
202003151600 ,동작구,5,0.034
202003151600 ,강동구,6,0.038
202003151600 ,강남구,5,0.04
202003151600 ,송파구,5,0.035
202003151600 ,서초구,6,0.045
202003151500 ,용산구,5,0.041
202003151500 ,종로구,10,0.035
202003151500 ,중구,8,0.037
202003151500 ,은평구,4,0.043
202003151500 ,마포구,5,0.03
202003151500 ,서대문구,4,0.043
202003151500 ,강북구,6,0.035
202003151500 ,성북구,3,0.039
202003151500 ,동대문구,3,0.037
202003151500 ,노원구,12,0.032
202003151500 ,광진구,1,0.035
202003151500 ,성동구,10,0.043
202003151500 ,도봉구,3,0.041
202003151500 ,중랑구,5,0.034
202003151500 ,영등포구,3,0.036
202003151500 ,양천구,7,0.044
202003151500 ,금천구,8,0.034
202003151500 ,관악구,6,0.035
202003151500 ,동작구,7,0.033
202003151500 ,강서구,5,0.04
202003151500 ,구로구,10,0.045
202003151500 ,강남구,9,0.039
202003151500 ,송파구,6,0.035
202003151500 ,강동구,7,0.037
202003151500 ,서초구,4,0.044
202003151400 ,용산구,6,0.041
202003151400 ,종로구,9,0.033
202003151400 ,중구,9,0.036
202003151400 ,서대문구,5,0.041
202003151400 ,은평구,5,0.042
202003151400 ,마포구,5,0.033
202003151400 ,동대문구,4,0.036
202003151400 ,성북구,6,0.038
202003151400 ,노원구,9,0.033
202003151400 ,강북구,7,0.034
202003151400 ,성동구,11,0.043
202003151400 ,광진구,3,0.035
202003151400 ,중랑구,6,0.034
202003151400 ,도봉구,3,0.04
202003151400 ,영등포구,7,0.036
202003151400 ,강서구,7,0.039
202003151400 ,구로구,10,0.045
202003151400 ,동작구,9,0.033
202003151400 ,양천구,8,0.043
202003151400 ,관악구,9,0.035
202003151400 ,금천구,8,0.034
202003151400 ,강남구,9,0.039
202003151400 ,송파구,8,0.036
202003151400 ,서초구,8,0.044
202003151400 ,강동구,8,0.036
202003151300 ,용산구,9,0.042
202003151300 ,종로구,12,0.034
202003151300 ,중구,10,0.038
202003151300 ,은평구,8,0.043
202003151300 ,마포구,8,0.033
202003151300 ,서대문구,5,0.042
202003151300 ,도봉구,5,0.04
202003151300 ,중랑구,9,0.034
202003151300 ,노원구,10,0.033
202003151300 ,강북구,9,0.034
202003151300 ,성동구,11,0.043
202003151300 ,성북구,6,0.038
202003151300 ,광진구,4,0.036
202003151300 ,동대문구,7,0.037
202003151300 ,동작구,15,0.033
202003151300 ,금천구,11,0.034
202003151300 ,강서구,9,0.039
202003151300 ,구로구,6,0.046
202003151300 ,관악구,13,0.036
202003151300 ,양천구,12,0.042
202003151300 ,영등포구,10,0.036
202003151300 ,강동구,10,0.037
202003151300 ,강남구,11,0.04
202003151300 ,서초구,11,0.045
202003151300 ,송파구,11,0.036
202003151200 ,용산구,9,0.041
202003151200 ,종로구,10,0.034
202003151200 ,중구,10,0.038
202003151200 ,마포구,8,0.034
202003151200 ,서대문구,7,0.043
202003151200 ,은평구,6,0.042
202003151200 ,성북구,10,0.037
202003151200 ,강북구,12,0.034
202003151200 ,동대문구,7,0.037
202003151200 ,중랑구,11,0.033
202003151200 ,도봉구,7,0.04
202003151200 ,노원구,11,0.032
202003151200 ,광진구,5,0.036
202003151200 ,성동구,13,0.043
202003151200 ,관악구,10,0.035
202003151200 ,강서구,8,0.039
202003151200 ,구로구,7,0.045
202003151200 ,동작구,11,0.032
202003151200 ,영등포구,9,0.035
202003151200 ,양천구,12,0.041
202003151200 ,금천구,8,0.034
202003151200 ,강남구,8,0.04
202003151200 ,송파구,9,0.036
202003151200 ,서초구,7,0.045
202003151200 ,강동구,9,0.037
