date,usd,usd_rate
2012-11-20,1083.08,-0.0031
2012-11-21,1082.5,-0.0005
2012-11-22,1085.61,0.0029
2012-11-23,1085.55,-0.0001
2012-11-26,1086.02,0.0004
2012-11-27,1086.57,0.0005
2012-11-28,1085.5,-0.001
2012-11-29,1083.3,-0.002
2012-11-30,1082.5,-0.0007
2012-12-03,1083.35,0.0008
2012-12-04,1084.01,0.0006
2012-12-05,1082.69,-0.0012
2012-12-06,1083.5,0.0007
2012-12-07,1082.06,-0.0013
2012-12-10,1077.68,-0.004
2012-12-11,1075.25,-0.0023
2012-12-12,1073.6,-0.0015
2012-12-13,1074.35,0.0007
2012-12-14,1075.19,0.0008
2012-12-17,1072.5,-0.0025
2012-12-18,1073,0.0005
2012-12-19,1072.5,-0.0005
2012-12-20,1074.6,0.002
2012-12-21,1075.9,0.0012
2012-12-24,1073.5,-0.0022
2012-12-25,1073.5,0
2012-12-26,1073.5,0
2012-12-27,1072.51,-0.0009
2012-12-28,1067.64,-0.0045
2012-12-31,1063.64,-0.0037
2013-01-01,1063.64,0
2013-01-02,1063.5,-0.0001
2013-01-03,1063.2,-0.0003
2013-01-04,1062.39,-0.0008
2013-01-07,1063.21,0.0008
2013-01-08,1064.15,0.0009
2013-01-09,1060.65,-0.0033
2013-01-10,1058.57,-0.002
2013-01-11,1056.49,-0.002
2013-01-14,1056.5,0
2013-01-15,1057.57,0.001
2013-01-16,1058.8,0.0012
2013-01-17,1057.99,-0.0008
2013-01-18,1058.35,0.0003
2013-01-21,1064.35,0.0057
2013-01-22,1063.66,-0.0006
2013-01-23,1067.19,0.0033
2013-01-24,1069.15,0.0018
2013-01-25,1075.58,0.006
2013-01-28,1091.92,0.0152
2013-01-29,1084.12,-0.0071
2013-01-30,1086.3,0.002
2013-01-31,1088.26,0.0018
2013-02-01,1095.19,0.0064
2013-02-04,1089.8,-0.0049
2013-02-05,1086.87,-0.0027
2013-02-06,1089.5,0.0024
2013-02-07,1090.4,0.0008
2013-02-08,1096,0.0051
2013-02-11,1096,0
2013-02-12,1093.38,-0.0024
2013-02-13,1086.67,-0.0061
2013-02-14,1085.54,-0.001
2013-02-15,1079,-0.006
2013-02-18,1083.71,0.0044
2013-02-19,1080.5,-0.003
2013-02-20,1080.68,0.0002
2013-02-21,1087.25,0.0061
2013-02-22,1085.73,-0.0014
2013-02-25,1086.5,0.0007
2013-02-26,1090.27,0.0035
2013-02-27,1084.88,-0.0049
2013-02-28,1084.35,-0.0005
2013-03-01,1084.65,0.0003
2013-03-04,1091.01,0.0059
2013-03-05,1086.63,-0.004
2013-03-06,1084.76,-0.0017
2013-03-07,1087.74,0.0027
2013-03-08,1089.6,0.0017
2013-03-11,1094.45,0.0045
2013-03-12,1095.53,0.001
2013-03-13,1098.67,0.0029
2013-03-14,1107.78,0.0083
2013-03-15,1110.64,0.0026
2013-03-18,1114.56,0.0035
2013-03-19,1113.33,-0.0011
2013-03-20,1116.03,0.0024
2013-03-21,1116.2,0.0002
2013-03-22,1119.35,0.0028
2013-03-25,1111.5,-0.007
2013-03-26,1107.82,-0.0033
2013-03-27,1111.9,0.0037
2013-03-28,1113.44,0.0014
2013-03-29,1111.35,-0.0019
2013-04-01,1114.72,0.003
2013-04-02,1118.17,0.0031
2013-04-03,1117.88,-0.0003
2013-04-04,1124.93,0.0063
2013-04-05,1137.68,0.0113
2013-04-08,1142.76,0.0045
2013-04-09,1139.5,-0.0029
2013-04-10,1135.55,-0.0035
2013-04-11,1129.87,-0.005
2013-04-12,1129.5,-0.0003
2013-04-15,1119.94,-0.0085
2013-04-16,1113.95,-0.0053
2013-04-17,1121.03,0.0064
2013-04-18,1119.78,-0.0011
2013-04-19,1119.48,-0.0003
2013-04-22,1119.86,0.0003
2013-04-23,1119.62,-0.0002
2013-04-24,1117.14,-0.0022
2013-04-25,1111.8,-0.0048
2013-04-26,1111.23,-0.0005
2013-04-29,1104.24,-0.0063
2013-04-30,1101.61,-0.0024
2013-05-01,1101.25,-0.0003
2013-05-02,1102.53,0.0012
2013-05-03,1097.5,-0.0046
2013-05-06,1094.98,-0.0023
2013-05-07,1090.3,-0.0043
2013-05-08,1086.5,-0.0035
2013-05-09,1091.98,0.005
2013-05-10,1106.15,0.013
2013-05-13,1113.27,0.0064
2013-05-14,1110.07,-0.0029
2013-05-15,1114.82,0.0043
2013-05-16,1117.74,0.0026
2013-05-17,1118.27,0.0005
2013-05-20,1117.91,-0.0003
2013-05-21,1111.5,-0.0057
2013-05-22,1114.05,0.0023
2013-05-23,1128.8,0.0132
2013-05-24,1128.22,-0.0005
2013-05-27,1122.6,-0.005
2013-05-28,1128.27,0.0051
2013-05-29,1132.45,0.0037
2013-05-30,1129.03,-0.003
2013-05-31,1131.26,0.002
2013-06-03,1120.09,-0.0099
2013-06-04,1123.36,0.0029
2013-06-05,1119,-0.0039
2013-06-06,1119.1,0.0001
2013-06-07,1117.62,-0.0013
2013-06-10,1128.14,0.0094
2013-06-11,1133.01,0.0043
2013-06-12,1128.26,-0.0042
2013-06-13,1130.25,0.0018
2013-06-14,1127.7,-0.0023
2013-06-17,1127.97,0.0002
2013-06-18,1134.69,0.006
2013-06-19,1130.95,-0.0033
2013-06-20,1146.1,0.0134
2013-06-21,1156.62,0.0092
2013-06-24,1162.01,0.0047
2013-06-25,1153.63,-0.0072
2013-06-26,1156,0.0021
2013-06-27,1148.14,-0.0068
2013-06-28,1142.4,-0.005
2013-07-01,1135.62,-0.0059
2013-07-02,1135,-0.0005
2013-07-03,1141.4,0.0056
2013-07-04,1139.84,-0.0014
2013-07-05,1142.35,0.0022
2013-07-08,1148.39,0.0053
2013-07-09,1142.11,-0.0055
2013-07-10,1135.38,-0.0059
2013-07-11,1124.53,-0.0096
2013-07-12,1124.4,-0.0001
2013-07-15,1122.07,-0.0021
2013-07-16,1114.91,-0.0064
2013-07-17,1117.31,0.0022
2013-07-18,1124.85,0.0067
2013-07-19,1120.88,-0.0035
2013-07-22,1118.91,-0.0018
2013-07-23,1117.38,-0.0014
2013-07-24,1116,-0.0012
2013-07-25,1116.5,0.0004
2013-07-26,1113.21,-0.0029
2013-07-29,1112.66,-0.0005
2013-07-30,1116.51,0.0035
2013-07-31,1123.7,0.0064
2013-08-01,1123.5,-0.0002
2013-08-02,1124.3,0.0007
2013-08-05,1114.12,-0.0091
2013-08-06,1114.16,0
2013-08-07,1115.37,0.0011
2013-08-08,1112.7,-0.0024
2013-08-09,1111.5,-0.0011
2013-08-12,1114.22,0.0024
2013-08-13,1118.82,0.0041
2013-08-14,1118.5,-0.0003
2013-08-15,1118.5,0
2013-08-16,1113.49,-0.0045
2013-08-19,1118.63,0.0046
2013-08-20,1120.8,0.0019
2013-08-21,1118.91,-0.0017
2013-08-22,1121.37,0.0022
2013-08-23,1113.93,-0.0066
2013-08-26,1113,-0.0008
2013-08-27,1117.53,0.0041
2013-08-28,1114.85,-0.0024
2013-08-29,1112.79,-0.0018
2013-08-30,1110.02,-0.0025
2013-09-02,1098.77,-0.0101
2013-09-03,1098.7,-0.0001
2013-09-04,1094.37,-0.0039
2013-09-05,1097.69,0.003
2013-09-06,1092.5,-0.0047
2013-09-09,1087,-0.005
2013-09-10,1086.37,-0.0006
2013-09-11,1086.21,-0.0001
2013-09-12,1083.22,-0.0028
2013-09-13,1086.33,0.0029
2013-09-16,1081.79,-0.0042
2013-09-17,1082.6,0.0007
2013-09-18,1081.85,-0.0007
2013-09-19,1071.48,-0.0096
2013-09-20,1076.47,0.0047
2013-09-23,1074.35,-0.002
2013-09-24,1074.8,0.0004
2013-09-25,1076.87,0.0019
2013-09-26,1075.65,-0.0011
2013-09-27,1074.83,-0.0008
2013-09-30,1074.53,-0.0003
2013-10-01,1073.5,-0.001
2013-10-02,1074.47,0.0009
2013-10-03,1072,-0.0023
2013-10-04,1071.5,-0.0005
2013-10-07,1071.5,0
2013-10-08,1075.1,0.0034
2013-10-09,1075.93,0.0008
2013-10-10,1071.64,-0.004
2013-10-11,1071.4,-0.0002
2013-10-14,1071.7,0.0003
2013-10-15,1064.78,-0.0065
2013-10-16,1067.22,0.0023
2013-10-17,1062.83,-0.0041
2013-10-18,1060.5,-0.0022
2013-10-21,1062.25,0.0017
2013-10-22,1057.9,-0.0041
2013-10-23,1058.4,0.0005
2013-10-24,1062.83,0.0042
2013-10-25,1062.5,-0.0003
2013-10-28,1061.7,-0.0008
2013-10-29,1062.63,0.0009
2013-10-30,1059.42,-0.003
2013-10-31,1061.28,0.0018
2013-11-01,1061.36,0.0001
2013-11-04,1062.63,0.0012
2013-11-05,1061.48,-0.0011
2013-11-06,1060.22,-0.0012
2013-11-07,1063.42,0.003
2013-11-08,1062.57,-0.0008
2013-11-11,1072.5,0.0093
2013-11-12,1073.25,0.0007
2013-11-13,1071.01,-0.0021
2013-11-14,1068.66,-0.0022
2013-11-15,1062.8,-0.0055
2013-11-18,1055.29,-0.0071
2013-11-19,1055.31,0
2013-11-20,1056.83,0.0014
2013-11-21,1062.12,0.005
2013-11-22,1061.44,-0.0006
2013-11-25,1060.12,-0.0012
2013-11-26,1060.52,0.0004
2013-11-27,1061.05,0.0005
2013-11-28,1061.4,0.0003
2013-11-29,1058.21,-0.003
2013-12-02,1058.5,0.0003
2013-12-03,1061.22,0.0026
2013-12-04,1061.75,0.0005
2013-12-05,1058.72,-0.0029
2013-12-06,1057,-0.0016
2013-12-09,1052.95,-0.0038
2013-12-10,1052,-0.0009
2013-12-11,1052.12,0.0001
2013-12-12,1051.5,-0.0006
2013-12-13,1053.35,0.0018
2013-12-16,1053,-0.0003
2013-12-17,1050.9,-0.002
2013-12-18,1052.25,0.0013
2013-12-19,1059.73,0.0071
2013-12-20,1061.8,0.002
2013-12-23,1060.5,-0.0012
2013-12-24,1060.2,-0.0003
2013-12-25,1060.2,0
2013-12-26,1059.25,-0.0009
2013-12-27,1054.67,-0.0043
2013-12-30,1055.72,0.001
2013-12-31,1050.5,-0.0049
2014-01-01,1050.5,0
2014-01-02,1050.55,0
2014-01-03,1055.5,0.0047
2014-01-06,1065.46,0.0094
2014-01-07,1069.5,0.0038
2014-01-08,1065.7,-0.0036
2014-01-09,1063,-0.0025
2014-01-10,1061.77,-0.0012
2014-01-13,1057,-0.0045
2014-01-14,1059.4,0.0023
2014-01-15,1063.6,0.004
2014-01-16,1063.5,-0.0001
2014-01-17,1061.8,-0.0016
2014-01-20,1063.77,0.0019
2014-01-21,1065.3,0.0014
2014-01-22,1067.55,0.0021
2014-01-23,1073.55,0.0056
2014-01-24,1080.35,0.0063
2014-01-27,1083.8,0.0032
2014-01-28,1079.59,-0.0039
2014-01-29,1070.05,-0.0088
2014-01-30,1080.5,0.0098
2014-01-31,1081.31,0.0007
2014-02-03,1084.75,0.0032
2014-02-04,1084,-0.0007
2014-02-05,1078,-0.0055
2014-02-06,1079.05,0.001
2014-02-07,1075,-0.0038
2014-02-10,1072.8,-0.002
2014-02-11,1070.9,-0.0018
2014-02-12,1062.59,-0.0078
2014-02-13,1066.25,0.0034
2014-02-14,1063.5,-0.0026
2014-02-17,1060.45,-0.0029
2014-02-18,1065.5,0.0048
2014-02-19,1065.7,0.0002
2014-02-20,1072.2,0.0061
2014-02-21,1073,0.0007
2014-02-24,1074.5,0.0014
2014-02-25,1074,-0.0005
2014-02-26,1065.97,-0.0075
2014-02-27,1069.8,0.0036
2014-02-28,1066.46,-0.0031
2014-03-03,1070.18,0.0035
2014-03-04,1071.45,0.0012
2014-03-05,1071.3,-0.0001
2014-03-06,1064.55,-0.0063
2014-03-07,1065.15,0.0006
2014-03-10,1067.3,0.002
2014-03-11,1065.58,-0.0016
2014-03-12,1070.65,0.0048
2014-03-13,1070,-0.0006
2014-03-14,1071.23,0.0011
2014-03-17,1067.75,-0.0032
2014-03-18,1069.5,0.0016
2014-03-19,1070.68,0.0011
2014-03-20,1077.23,0.0061
2014-03-21,1080,0.0026
2014-03-24,1077.8,-0.002
2014-03-25,1079.5,0.0016
2014-03-26,1075.1,-0.0041
2014-03-27,1071.9,-0.003
2014-03-28,1070,-0.0018
2014-03-31,1064.9,-0.0048
2014-04-01,1058.5,-0.006
2014-04-02,1057.65,-0.0008
2014-04-03,1058,0.0003
2014-04-04,1054.3,-0.0035
2014-04-07,1055.57,0.0012
2014-04-08,1052.35,-0.0031
2014-04-09,1041.5,-0.0103
2014-04-10,1040.15,-0.0013
2014-04-11,1035.65,-0.0043
2014-04-14,1039.69,0.0039
2014-04-15,1041.3,0.0015
2014-04-16,1038.6,-0.0026
2014-04-17,1038.5,-0.0001
2014-04-18,1038,-0.0005
2014-04-21,1039.01,0.001
2014-04-22,1037.9,-0.0011
2014-04-23,1039.6,0.0016
2014-04-24,1039.75,0.0001
2014-04-25,1041.2,0.0014
2014-04-28,1035.15,-0.0058
2014-04-29,1030.28,-0.0047
2014-04-30,1033.5,0.0031
2014-05-01,1033.5,0
2014-05-02,1030.12,-0.0033
2014-05-05,1030.12,0
2014-05-06,1030.12,0
2014-05-07,1022.55,-0.0073
2014-05-08,1022.7,0.0001
2014-05-09,1024.2,0.0015
2014-05-12,1024.58,0.0004
2014-05-13,1022.5,-0.002
2014-05-14,1027.9,0.0053
2014-05-15,1025.05,-0.0028
2014-05-16,1023.82,-0.0012
2014-05-19,1022.5,-0.0013
2014-05-20,1025.5,0.0029
2014-05-21,1027.1,0.0016
2014-05-22,1024.75,-0.0023
2014-05-23,1024.85,0.0001
2014-05-26,1024.3,-0.0005
2014-05-27,1024,-0.0003
2014-05-28,1022.25,-0.0017
2014-05-29,1020.9,-0.0013
2014-05-30,1020.8,-0.0001
2014-06-02,1024.5,0.0036
2014-06-03,1023.5,-0.001
2014-06-04,1023.5,0
2014-06-05,1020.5,-0.0029
2014-06-06,1019.95,-0.0005
2014-06-09,1016.75,-0.0031
2014-06-10,1017.2,0.0004
2014-06-11,1015.8,-0.0014
2014-06-12,1017.7,0.0019
2014-06-13,1018.05,0.0003
2014-06-16,1020.5,0.0024
2014-06-17,1022,0.0015
2014-06-18,1023.12,0.0011
2014-06-19,1018.92,-0.0041
2014-06-20,1021.21,0.0022
2014-06-23,1019,-0.0022
2014-06-24,1019,0
2014-06-25,1019.95,0.0009
2014-06-26,1016.7,-0.0032
2014-06-27,1014.12,-0.0025
2014-06-30,1012,-0.0021
2014-07-01,1010.88,-0.0011
2014-07-02,1009.6,-0.0013
2014-07-03,1009.25,-0.0003
2014-07-04,1009.45,0.0002
2014-07-07,1011.5,0.002
2014-07-08,1011.9,0.0004
2014-07-09,1012.25,0.0003
2014-07-10,1013.5,0.0012
2014-07-11,1019.05,0.0055
2014-07-14,1019.35,0.0003
2014-07-15,1027,0.0075
2014-07-16,1032.15,0.005
2014-07-17,1029.2,-0.0029
2014-07-18,1029.5,0.0003
2014-07-21,1027.05,-0.0024
2014-07-22,1024.6,-0.0024
2014-07-23,1024.2,-0.0004
2014-07-24,1029.45,0.0051
2014-07-25,1026.05,-0.0033
2014-07-28,1026.25,0.0002
2014-07-29,1025.05,-0.0012
2014-07-30,1024.75,-0.0003
2014-07-31,1028,0.0032
2014-08-01,1037.75,0.0095
2014-08-04,1033.35,-0.0042
2014-08-05,1028.2,-0.005
2014-08-06,1034,0.0056
2014-08-07,1037,0.0029
2014-08-08,1036.55,-0.0004
2014-08-11,1030.4,-0.0059
2014-08-12,1027.15,-0.0032
2014-08-13,1030.25,0.003
2014-08-14,1021.2,-0.0088
2014-08-15,1021.2,0
2014-08-18,1017.6,-0.0035
2014-08-19,1017.95,0.0003
2014-08-20,1022.85,0.0048
2014-08-21,1023.65,0.0008
2014-08-22,1018,-0.0055
2014-08-25,1020.05,0.002
2014-08-26,1016.65,-0.0033
2014-08-27,1014.35,-0.0023
2014-08-28,1015.1,0.0007
2014-08-29,1014.1,-0.001
2014-09-01,1013.05,-0.001
2014-09-02,1018.6,0.0055
2014-09-03,1019.95,0.0013
2014-09-04,1019.1,-0.0008
2014-09-05,1024.65,0.0054
2014-09-08,1024.25,-0.0004
2014-09-09,1034.72,0.0102
2014-09-10,1034.4,-0.0003
2014-09-11,1035.97,0.0015
2014-09-12,1035.3,-0.0006
2014-09-15,1038.5,0.0031
2014-09-16,1036.2,-0.0022
2014-09-17,1034.9,-0.0013
2014-09-18,1043.95,0.0087
2014-09-19,1044.2,0.0002
2014-09-22,1041,-0.0031
2014-09-23,1040.15,-0.0008
2014-09-24,1040.02,-0.0001
2014-09-25,1043.65,0.0035
2014-09-26,1044.35,0.0007
2014-09-29,1053.4,0.0087
2014-09-30,1054.95,0.0015
2014-10-01,1062.95,0.0076
2014-10-02,1061.35,-0.0015
2014-10-03,1061.35,0
2014-10-06,1068.9,0.0071
2014-10-07,1069.65,0.0007
2014-10-08,1075.4,0.0054
2014-10-09,1063.6,-0.011
2014-10-10,1074.1,0.0099
2014-10-13,1067.1,-0.0065
2014-10-14,1065.78,-0.0012
2014-10-15,1060.97,-0.0045
2014-10-16,1061.07,0.0001
2014-10-17,1063.37,0.0022
2014-10-20,1056.2,-0.0067
2014-10-21,1055.3,-0.0009
2014-10-22,1053.74,-0.0015
2014-10-23,1060.5,0.0064
2014-10-24,1057.5,-0.0028
2014-10-27,1051.03,-0.0061
2014-10-28,1048.03,-0.0029
2014-10-29,1054.19,0.0059
2014-10-30,1054.67,0.0005
2014-10-31,1073.6,0.0179
2014-11-03,1083.15,0.0089
2014-11-04,1078.09,-0.0047
2014-11-05,1090.54,0.0115
2014-11-06,1091,0.0004
2014-11-07,1086.84,-0.0038
2014-11-10,1090.29,0.0032
2014-11-11,1094.72,0.0041
2014-11-12,1095.66,0.0009
2014-11-13,1096.68,0.0009
2014-11-14,1100.84,0.0038
2014-11-17,1100.93,0.0001
2014-11-18,1100.85,-0.0001
2014-11-19,1113.8,0.0118
2014-11-20,1111.91,-0.0017
2014-11-21,1111.25,-0.0006
2014-11-24,1114.02,0.0025
2014-11-25,1110.22,-0.0034
2014-11-26,1103.74,-0.0058
2014-11-27,1100.32,-0.0031
2014-11-28,1113.17,0.0117
2014-12-01,1110.09,-0.0028
2014-12-02,1115.32,0.0047
2014-12-03,1116.11,0.0007
2014-12-04,1112.36,-0.0034
2014-12-05,1121.6,0.0083
2014-12-08,1112.06,-0.0085
2014-12-09,1104.93,-0.0064
2014-12-10,1101.62,-0.003
2014-12-11,1102.85,0.0011
2014-12-12,1104.35,0.0014
2014-12-15,1097.77,-0.006
2014-12-16,1081.01,-0.0153
2014-12-17,1097.16,0.0149
2014-12-18,1099.74,0.0024
2014-12-19,1100.11,0.0003
2014-12-22,1100.12,0
2014-12-23,1106.57,0.0059
2014-12-24,1104.35,-0.002
2014-12-25,1101.85,-0.0023
2014-12-26,1099.8,-0.0019
2014-12-29,1100.3,0.0005
2014-12-30,1096.92,-0.0031
2014-12-31,1093.9,-0.0028
2015-01-01,1092.45,-0.0013
2015-01-02,1106.92,0.0132
2015-01-05,1109.93,0.0027
2015-01-06,1099,-0.0098
2015-01-07,1098.74,-0.0002
2015-01-08,1095.51,-0.0029
2015-01-09,1085.82,-0.0088
2015-01-12,1082.72,-0.0029
2015-01-13,1078.78,-0.0036
2015-01-14,1082.85,0.0038
2015-01-15,1075.69,-0.0066
2015-01-16,1079.07,0.0031
2015-01-19,1079.4,0.0003
2015-01-20,1088.02,0.008
2015-01-21,1082.3,-0.0053
2015-01-22,1085.24,0.0027
2015-01-23,1077.51,-0.0071
2015-01-26,1080.7,0.003
2015-01-27,1078.01,-0.0025
2015-01-28,1085.87,0.0073
2015-01-29,1099.96,0.013
2015-01-30,1102.4,0.0022
2015-02-02,1099.45,-0.0027
2015-02-03,1093.04,-0.0058
2015-02-04,1088.09,-0.0045
2015-02-05,1086.54,-0.0014
2015-02-06,1098.01,0.0106
2015-02-09,1095.23,-0.0025
2015-02-10,1099.3,0.0037
2015-02-11,1108.25,0.0081
2015-02-12,1101.56,-0.006
2015-02-13,1097.88,-0.0033
2015-02-16,1101.77,0.0035
2015-02-17,1108.87,0.0064
2015-02-18,1108.62,-0.0002
2015-02-19,1111.82,0.0029
2015-02-20,1110.56,-0.0011
2015-02-23,1108.4,-0.0019
2015-02-24,1105.83,-0.0023
2015-02-25,1100.71,-0.0046
2015-02-26,1102.65,0.0018
2015-02-27,1101.28,-0.0012
2015-03-02,1103.05,0.0016
2015-03-03,1096.83,-0.0056
2015-03-04,1101.52,0.0043
2015-03-05,1102.35,0.0008
2015-03-06,1110.81,0.0077
2015-03-09,1115,0.0038
2015-03-10,1127.41,0.0111
2015-03-11,1132.08,0.0041
2015-03-12,1125.64,-0.0057
2015-03-13,1138.12,0.0111
2015-03-16,1131.91,-0.0055
2015-03-17,1129.3,-0.0023
2015-03-18,1111.66,-0.0156
2015-03-19,1122.03,0.0093
2015-03-20,1113.51,-0.0076
2015-03-23,1106.73,-0.0061
2015-03-24,1103.69,-0.0027
2015-03-25,1101.9,-0.0016
2015-03-26,1105.07,0.0029
2015-03-27,1103.73,-0.0012
2015-03-30,1107.49,0.0034
2015-03-31,1108.99,0.0014
2015-04-01,1098.3,-0.0096
2015-04-02,1091.29,-0.0064
2015-04-03,1086.48,-0.0044
2015-04-06,1086.13,-0.0003
2015-04-07,1095.57,0.0087
2015-04-08,1092.93,-0.0024
2015-04-09,1096.74,0.0035
2015-04-10,1093.96,-0.0025
2015-04-13,1101.64,0.007
2015-04-14,1092.06,-0.0087
2015-04-15,1092.34,0.0003
2015-04-16,1084.45,-0.0072
2015-04-17,1083.79,-0.0006
2015-04-20,1083.25,-0.0005
2015-04-21,1083.02,-0.0002
2015-04-22,1084.07,0.001
2015-04-23,1080.97,-0.0029
2015-04-24,1076.39,-0.0042
2015-04-27,1069.01,-0.0069
2015-04-28,1064.38,-0.0043
2015-04-29,1070.32,0.0056
2015-04-30,1077.34,0.0066
2015-05-01,1081.35,0.0037
2015-05-04,1081.83,0.0004
2015-05-05,1081.34,-0.0005
2015-05-06,1080.35,-0.0009
2015-05-07,1094.01,0.0126
2015-05-08,1087.99,-0.0055
2015-05-11,1097.14,0.0084
2015-05-12,1093.24,-0.0036
2015-05-13,1092.97,-0.0002
2015-05-14,1088.61,-0.004
2015-05-15,1083.72,-0.0045
2015-05-18,1090.45,0.0062
2015-05-19,1095.37,0.0045
2015-05-20,1096.28,0.0008
2015-05-21,1093.32,-0.0027
2015-05-22,1096.68,0.0031
2015-05-25,1096.96,0.0003
2015-05-26,1107.92,0.01
2015-05-27,1109.43,0.0014
2015-05-28,1108.68,-0.0007
2015-05-29,1113.01,0.0039
2015-06-01,1116.2,0.0029
2015-06-02,1107.58,-0.0077
2015-06-03,1107.51,-0.0001
2015-06-04,1113.65,0.0055
2015-06-05,1124.54,0.0098
2015-06-08,1118.87,-0.005
2015-06-09,1121.45,0.0023
2015-06-10,1110.86,-0.0094
2015-06-11,1113.44,0.0023
2015-06-12,1112.17,-0.0011
2015-06-15,1116.62,0.004
2015-06-16,1118.74,0.0019
2015-06-17,1115.15,-0.0032
2015-06-18,1105.58,-0.0086
2015-06-19,1103.2,-0.0022
2015-06-22,1101.38,-0.0016
2015-06-23,1106.73,0.0049
2015-06-24,1110.18,0.0031
2015-06-25,1111.98,0.0016
2015-06-26,1122.95,0.0099
2015-06-29,1120.16,-0.0025
2015-06-30,1120.03,-0.0001
2015-07-01,1125.21,0.0046
2015-07-02,1123.5,-0.0015
2015-07-03,1122.6,-0.0008
2015-07-06,1126.09,0.0031
2015-07-07,1134.8,0.0077
2015-07-08,1135.53,0.0006
2015-07-09,1132.22,-0.0029
2015-07-10,1131.2,-0.0009
2015-07-13,1136.59,0.0048
2015-07-14,1143.21,0.0058
2015-07-15,1147.51,0.0038
2015-07-16,1146.79,-0.0006
2015-07-17,1150.18,0.003
2015-07-20,1156.7,0.0057
2015-07-21,1148.84,-0.0068
2015-07-22,1157.04,0.0071
2015-07-23,1162.13,0.0044
2015-07-24,1170.35,0.0071
2015-07-27,1167.56,-0.0024
2015-07-28,1160.46,-0.0061
2015-07-29,1162.04,0.0014
2015-07-30,1173.17,0.0096
2015-07-31,1166.67,-0.0055
2015-08-03,1171.04,0.0037
2015-08-04,1169.37,-0.0014
2015-08-05,1173.91,0.0039
2015-08-06,1163.68,-0.0087
2015-08-07,1164.7,0.0009
2015-08-10,1159.2,-0.0047
2015-08-11,1179.23,0.0173
2015-08-12,1173.58,-0.0048
2015-08-13,1178.51,0.0042
2015-08-14,1179.33,0.0007
2015-08-17,1183.36,0.0034
2015-08-18,1186.07,0.0023
2015-08-19,1184.16,-0.0016
2015-08-20,1184.93,0.0007
2015-08-21,1195.85,0.0092
2015-08-24,1190.94,-0.0041
2015-08-25,1190.95,0
2015-08-26,1183.2,-0.0065
2015-08-27,1174.13,-0.0077
2015-08-28,1179.87,0.0049
2015-08-31,1182.82,0.0025
2015-09-01,1180.05,-0.0023
2015-09-02,1184.08,0.0034
2015-09-03,1191.04,0.0059
2015-09-04,1201.33,0.0086
2015-09-07,1203.4,0.0017
2015-09-08,1194.96,-0.007
2015-09-09,1191.51,-0.0029
2015-09-10,1182.93,-0.0072
2015-09-11,1182.69,-0.0002
2015-09-14,1182.83,0.0001
2015-09-15,1179.13,-0.0031
2015-09-16,1170.22,-0.0076
2015-09-17,1166.89,-0.0028
2015-09-18,1173.04,0.0053
2015-09-21,1178.45,0.0046
2015-09-22,1185.56,0.006
2015-09-23,1194.94,0.0079
2015-09-24,1191.14,-0.0032
2015-09-25,1193.07,0.0016
2015-09-28,1196.04,0.0025
2015-09-29,1196.02,0
2015-09-30,1185.29,-0.009
2015-10-01,1178.71,-0.0056
2015-10-02,1173.1,-0.0048
2015-10-05,1161.01,-0.0103
2015-10-06,1161.58,0.0005
2015-10-07,1158.81,-0.0024
2015-10-08,1152.98,-0.005
2015-10-09,1148.05,-0.0043
2015-10-12,1144.16,-0.0034
2015-10-13,1150.29,0.0054
2015-10-14,1137.01,-0.0115
2015-10-15,1123.04,-0.0123
2015-10-16,1131.44,0.0075
2015-10-19,1132.06,0.0005
2015-10-20,1131.49,-0.0005
2015-10-21,1140.07,0.0076
2015-10-22,1130.36,-0.0085
2015-10-23,1136.01,0.005
2015-10-26,1129.63,-0.0056
2015-10-27,1136.14,0.0058
2015-10-28,1145.6,0.0083
2015-10-29,1142.19,-0.003
2015-10-30,1141.16,-0.0009
2015-11-02,1138.38,-0.0024
2015-11-03,1129.91,-0.0074
2015-11-04,1135.25,0.0047
2015-11-05,1137.91,0.0023
2015-11-06,1152.78,0.0131
2015-11-09,1158.79,0.0052
2015-11-10,1158.93,0.0001
2015-11-11,1155.23,-0.0032
2015-11-12,1159.28,0.0035
2015-11-13,1170.34,0.0095
2015-11-16,1169.64,-0.0006
2015-11-17,1169.77,0.0001
2015-11-18,1166.3,-0.003
2015-11-19,1155.66,-0.0091
2015-11-20,1154.62,-0.0009
2015-11-23,1158.86,0.0037
2015-11-24,1146.72,-0.0105
2015-11-25,1144.21,-0.0022
2015-11-26,1148.88,0.0041
2015-11-27,1156.83,0.0069
2015-11-30,1160.61,0.0033
2015-12-01,1155.69,-0.0042
2015-12-02,1163.01,0.0063
2015-12-03,1154.02,-0.0077
2015-12-04,1163.64,0.0083
2015-12-07,1176.35,0.0109
2015-12-08,1180.49,0.0035
2015-12-09,1181.96,0.0012
2015-12-10,1179.06,-0.0025
2015-12-11,1187.58,0.0072
2015-12-14,1184.32,-0.0027
2015-12-15,1174.69,-0.0081
2015-12-16,1172.02,-0.0023
2015-12-17,1185.04,0.0111
2015-12-18,1182.43,-0.0022
2015-12-21,1174.46,-0.0067
2015-12-22,1171.72,-0.0023
2015-12-23,1174.02,0.002
2015-12-24,1170.03,-0.0034
2015-12-25,1170.95,0.0008
2015-12-28,1168.85,-0.0018
2015-12-29,1171.56,0.0023
